Language Code,Source,Sid,Xid,Title,Display Date,SHORT TITLE,Abstract,Content Type (AG),Processed Offname Text,Processed Offering version Number,Support Zone Access Level,Doc Type,Keywords,Admin,Config,Install,Using,Troubleshoot,Plan,Maintain,Customize,Optimize
en_US,publisher,docu1079,docu1079,Nayworker Module for Microsoft Exchange Server 5.1 Release Notes,"Apr 10, 2009 12:00 AM",Release Notes 5.1,This document provides fixed and known issues for the Nayworker Module for Microsoft Exchange Server 5.1 release.,Documentation,Nayworker Module for Microsoft Exchange,5.1,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1080,docu1080,Nayworker Module for Microsoft SQL Server 5.2 Administration Guide,"Sep 1, 2008 12:00 AM",Administrator's Guide 5.2,This guide provides concepts and procedures for backing up and recovering Microsoft SQL Server data with Nayworker and the Nayworker Module.,Documentation,Nayworker Module for Microsoft SQL Server,5.2,10,Manual and Guides,,Administer,,,,,,,,
en_US,publisher,docu1081,docu1081,Nayworker Module for Microsoft SQL Server 5.2 Installation Guide,"Sep 1, 2008 12:00 AM",Installation Guide 5.2,This document describes the installation requirements and procedures for the Nayworker Module for Microsoft SQL Server.,Documentation,Nayworker Module for Microsoft SQL Server,5.2,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1082,docu1082,Nayworker Module for Microsoft SQL Server 5.2 Release Notes,"Sep 15, 2008 12:00 AM",Release Notes 5.2,This document describes the fixed and known issues related to release 5.2 of the Nayworker Module for Microsoft SQL Server.,Documentation,Nayworker Module for Microsoft SQL Server,5.2,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1083,docu1083,Nayworker License Manager Third Edition Release Supplement,"Nov 23, 2004 12:00 AM",Release Notes 7.2,"This release supplement contains brief descriptions of new features, known limitations, configuration tips, and workarounds for Nayworker License Manager.",Documentation,Nayworker,7.2,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1084,docu1084,Nayworker 7.2 ClientPak for NetWare Release Notes,"Sep 5, 2005 12:12 PM",Release Notes 7.2,"This document contains information about new features, fixed problems, system requirements, known problems and limitations, technical notes, documentation, installation, and troubleshooting for Nayworker ClientPak for NetWare.",Documentation,Nayworker,7.2,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1085,docu1085,Nayworker 7.3 Disaster Recovery Guide,"Dec 28, 2005 12:00 AM",Recovery Guide 7.3,The Nayworker Disaster Recovery Guide provides step-by-step instructions for recovering from a disaster on supported Nayworker client and server platforms.,Documentation,Nayworker,7.3,10,Manual and Guides,,Administer,,,Using,,,,,
en_US,publisher,docu1086,docu1086,Nayworker 7.3 Administration Guide,"Dec 28, 2005 12:00 AM",Administrator's Guide 7.3,This guide provides step-by-step instructions for administering and configuring Nayworker.,Documentation,Nayworker,7.3,10,Manual and Guides,,Administer,,,,,,,,
en_US,publisher,docu1087,docu1087,License Manager Fourth Edition Installation and Administrator's Guide,"Dec 28, 2005 12:00 AM",Installation and Administration Guide 7.3,"This guide provides step-by-step instructions for installing, administering and configuring License Manager software.",Documentation,Nayworker,7.3,10,Manual and Guides,,Administer,,,,,,,,
en_US,publisher,docu1088,docu1088,Nayworker VSS Client for Microsoft Windows Server 2003 First Edition Administration Guide,"Feb 1, 2007 12:00 AM",Administrator's Guide 7.3,"This guide is part of the Nayworker VSS Client for Windows documentation set, and is intended for use by system administrators during the setup and maintenance of the product.  Readers should be familiar with topics including CME Nayworker, CME Nayworker Snapshot Policies, and Microsoft Volume Shadow Copy Service (VSS) technology.",Documentation,Nayworker,7.3,10,Manual and Guides,,Administer,,,,,,,,
en_US,publisher,docu1089,docu1089,Nayworker 7.3 Error Message Guide,"Dec 28, 2005 12:00 AM",Error Message Guide 7.3,This guide contains the possible error messages for Nayworker software as well as message troubleshooting and resolution.,Documentation,Nayworker,7.3,10,Manual and Guides,,,,,,Troubleshoot,,,,
en_US,publisher,docu1090,docu1090,Nayworker 7.3 for AIX Installation Guide,"Dec 28, 2005 12:00 AM",Installation Guide 7.3,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for AIX.",Documentation,Nayworker,7.3,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1091,docu1091,Nayworker 7.3 for HP-UX Installation Guide,"Dec 28, 2005 12:00 AM",Installation Guide 7.3,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for HP-UX.",Documentation,Nayworker,7.3,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1092,docu1092,Nayworker 7.3 for IRIX Installation Guide,"Dec 28, 2005 12:00 AM",Installation Guide 7.3,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for IRIX.",Documentation,Nayworker,7.3,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1093,docu1093,Nayworker 7.3 for HP Tru64 Installation Guide,"Mar 30, 2006 12:00 AM",Installation Guide 7.3,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for HP Tru64.",Documentation,Nayworker,7.3,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1094,docu1094,Nayworker 7.3 for Windows Installation Guide,"Mar 29, 2006 12:00 AM",Installation Guide 7.3,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for Windows.",Documentation,Nayworker,7.3,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1095,docu1095,Nayworker 7.3 for Linux Installation Guide,"Mar 29, 2006 12:00 AM",Installation Guide 7.3,"This guide describes how to install, configure, upgrade, or uninstall Nayworker on Linux.",Documentation,Nayworker,7.3,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1096,docu1096,Nayworker 7.3 Performance Tuning Guide,"Dec 28, 2005 12:00 AM",Tuning Guide 7.3,"This guide provides information on Nayworker features, testing and tuning basics, testing and tuning on Windows, UNIX  and Linux,  configuration, and troubleshooting for Nayworker software.",Documentation,Nayworker,7.3,10,Manual and Guides,,,,,,,,,,Optimize
en_US,publisher,docu1097,docu1097,Nayworker 7.3 for Solaris Installation Guide,"Mar 29, 2006 12:00 AM",Installation Guide 7.3,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for Solaris.",Documentation,Nayworker,7.3,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1098,docu1098,Nayworker VSS Client for Microsoft Windows Server 2003 First Edition Installation Guide,"Mar 1, 2007 12:00 AM",Installation Guide 7.3,This is the first edition of the Nayworker VSS Client for Microsoft Windows Server 2003 Installation Guide.,Documentation,Nayworker,7.3,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1099,docu1099,Nayworker 7.3 Command Reference Guide (printable),"Dec 2, 2005 12:00 AM",Reference Guide 7.3,The Nayworker Command Reference Guide describes each of the commands and resources that you might encounter while running Nayworker products.,Documentation,Nayworker,7.3,10,Reference,,Administer,,,Using,,,,,
en_US,publisher,docu1100,docu1100,Nayworker 7.3 Command Reference Guide (zipped),"Dec 2, 2005 12:00 AM",Reference Guide 7.3,The Nayworker Command Reference Guide describes each of the commands and resources that you might encounter while running Nayworker products.,Documentation,Nayworker,7.3,10,Reference,,Administer,,,Using,,,,,
en_US,publisher,docu1101,docu1101,Nayworker VSS Client for Microsoft Windows Server 2003 First Edition Release Notes,"Aug 8, 2007 12:00 AM",Release Notes 7.3,"These Release Notes contain product information for the Windows Server 2003 VSS Client, such as product description, new features and changes, and known limitations.",Documentation,Nayworker,7.3,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1102,docu1102,Nayworker License Manager Fourth Edition Release Notes,"Dec 28, 2005 12:00 AM",Release Notes 7.3,"This document contains information about new features, fixed problems, system requirements, known problems and limitations, technical notes, documentation, installation, and troubleshooting for Nayworker License Manager.",Documentation,Nayworker,7.3,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1103,docu1103,Nayworker ClientPak 7.3 for Mac OS X Installation Guide,"Dec 28, 2005 12:00 AM",Installation Guide 7.3,"This guide describes how to install, configure, upgrade, or uninstall Nayworker ClientPak for Mac OS X.",Documentation,Nayworker,7.3,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1104,docu1104,Nayworker 7.4 Multiplatform Version Administration Guide,"Jun 1, 2007 12:00 AM",Administrator's Guide 7.4,This guide provides step-by-step instructions for administering and configuring Nayworker release 7.4.,Documentation,Nayworker,7.4,10,Manual and Guides,,Administer,,,,,,,,
en_US,publisher,docu1105,docu1105,Nayworker 7.4 Multiplatform Disaster Recovery Guide,"Jun 1, 2007 12:00 AM",Recovery Guide 7.4,"This document contains instructions for Nayworker server recovery planning and preparation, for moving and recovering a Nayworker server, for recovering a Nayworker client and storage node, and for recovering the Nayworker Management Console Server for Nayworker release 7.4.",Documentation,Nayworker,7.4,10,Manual and Guides,,Administer,,,Using,,,,,
en_US,publisher,docu1106,docu1106,Nayworker License Manager 6th Edition Installation and Administration Guide,"Jun 26, 2007 12:00 AM",Installation and Administration Guide 7.4,"This guide provides step-by-step instructions for installing, administering and configuring Nayworker License Manager software.",Documentation,Nayworker,7.4,10,Manual and Guides,,Administer,,Install,,,,,,
en_US,publisher,docu1107,docu1107,Nayworker 7.4 Service Pack 1 Multiplatform Version Disaster Recovery Guide,"Dec 1, 2007 12:00 AM",Recovery Guide 7.4,This guide provides step-by-step instructions for recovering the Nayworker server when using Nayworker release 7.4 Service Pack 1.,Documentation,Nayworker,7.4,10,Manual and Guides,,Administer,,,Using,,,,,
en_US,publisher,docu1108,docu1108,Nayworker Licensing Process Guide First Edition,"Jul 1, 2008 12:00 AM",Nayworker Licensing Process Guide 7.4,"A brief guide that explains the process flow of Nayworker licensing to users (system administrators, mainly). Not yet officially part of the Nayworker doc set.",Documentation,Nayworker,7.4,10,Manual and Guides,,Administer,,,,,,,,
en_US,publisher,docu1109,docu1109,Nayworker 7.4 Multiplatform Version Error Message Guide,"Jun 1, 2007 12:00 AM",Error Message Guide 7.4,This document contains information about the error messages for Nayworker release 7.4.,Documentation,Nayworker,7.4,10,Manual and Guides,,,,,,Troubleshoot,,,,
en_US,publisher,docu1110,docu1110,Nayworker 7.4 Multiplatform Version Installation Guide,"Dec 11, 2007 12:00 AM",Installation Guide 7.4,"This guide describes how to install, configure, upgrade, or uninstall the Nayworker release 7.4 software on AIX, HP-UX, HP Tru64, IRIX, Linux, Mac OS X, Microsoft Windows, and Solaris.",Documentation,Nayworker,7.4,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1111,docu1111,Nayworker 7.4 Multiplatform Version Cluster Installation Guide,"Jun 1, 2007 12:00 AM",Installation Guide 7.4,"This guide describes how to install, configure, upgrade, or uninstall the Nayworker release 7.4 software in a cluster environment.",Documentation,Nayworker,7.4,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1112,docu1112,Nayworker 7.4 Multiplatform Version Performance Tuning Guide,"Jun 1, 2007 12:00 AM",Tuning Guide 7.4,"This document contains information about Nayworker features, testing and tuning tasks for each supported environment, and troubleshooting information for tuning Nayworker release 7.4.",Documentation,Nayworker,7.4,10,Manual and Guides,,,,,,,,,,Optimize
en_US,publisher,docu1113,docu1113,Nayworker 7.4 Command Reference Guide,"Jun 1, 2007 12:00 AM",Reference Guide 7.4,The Nayworker 7.4 Command Reference Guide describes each of the commands and resources that you might encounter while running Nayworker products. The commands are described as they would be entered at the UNIX or Windows command line.,Documentation,Nayworker,7.4,10,Reference,,Administer,,,Using,,,,,
en_US,publisher,docu1114,docu1114,Nayworker License Manager 6th Edition Release Notes,"Jun 26, 2007 12:00 AM",Release Notes 7.4,"This document contains information about new features, fixed problems, system requirements, known problems and limitations, technical notes, documentation, installation, and troubleshooting for Nayworker License Manager.",Documentation,Nayworker,7.4,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1115,docu1115,Nayworker 7.4 and Service Packs Release Notes,"Sep 14, 2009 12:00 AM",Release Notes 7.4,"The Nayworker 7.4 and Service Packs Release Notes contains information on new features and changes, fixed problems, known limitations, installation and upgrading notes, and other information for Nayworker release 7.4 and service pack releases up to Nayworker release 7.4 Service Pack 5.",Documentation,Nayworker,7.4,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1116,docu1116,Nayworker 7.5 Administration Guide,"Feb 1, 2009 12:00 AM",Administrator's Guide 7.5,Describes how configure and maintain the Nayworker software.,Documentation,Nayworker,7.5,10,Manual and Guides,,Administer,,,,,,,,
en_US,publisher,docu1117,docu1117,Nayworker License Manager 8th Edition Installation and Administration Guide ,"Dec 1, 2008 12:00 AM",Installation and Administration Guide 7.5,"Provides installation, set up, and configuration information for the Nayworker License Manager product.",Documentation,Nayworker,7.5,10,Manual and Guides,,Administer,,Install,,,,,,
en_US,publisher,docu1118,docu1118,Nayworker 7.5 Disaster Recovery Guide,"Dec 1, 2008 12:00 AM",Recovery Guide 7.5,"Provides disaster recovery information for the Nayworker server, storage node, and client.",Documentation,Nayworker,7.5,10,Manual and Guides,,Administer,,,Using,,,,,
en_US,publisher,docu1119,docu1119,Nayworker 7.5 Security Configuration Guide,"Dec 8, 2008 12:00 AM",Configuration Guide 7.5,Provides information on Nayworker security configuration options.,Documentation,Nayworker,7.5,10,Manual and Guides,,,Configure,,,,,,,
en_US,publisher,docu1120,docu1120,Nayworker 7.5 Error Message Guide,"Dec 1, 2008 12:00 AM",Error Message Guide 7.5,Provides information on common Nayworker error messages.,Documentation,Nayworker,7.5,10,Manual and Guides,,,,,,Troubleshoot,,,,
en_US,publisher,docu1121,docu1121,Nayworker 7.5 Performance Tuning Guide,"Dec 1, 2008 12:00 AM",Tuning Guide 7.5,Contains basic performance tuning information for Nayworker.,Documentation,Nayworker,7.5,10,Manual and Guides,,,,,,,,,,Optimize
en_US,publisher,docu1122,docu1122,Nayworker 7.5 Cluster Installation Guide,"Dec 1, 2008 12:00 AM",Installation Guide 7.5,The CME Nayworker 7.5 Cluster Installation Guide contains information related to installation of the Nayworker software on cluster server and clients.,Documentation,Nayworker,7.5,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1123,docu1123,Nayworker 7.5 Installation Guide,"Dec 1, 2008 12:00 AM",Installation Guide 7.5,"The CME Nayworker 7.5 Installation Guide provides instructions for installing or updating the Nayworker software for clients, console and server on all supported platforms.",Documentation,Nayworker,7.5,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1124,docu1124,Nayworker 7.5 Command Reference Guide,"Feb 1, 2009 12:00 AM",Reference Guide 7.5,Provides reference information for Nayworker commands and options.,Documentation,Nayworker,7.5,10,Reference,,Administer,,,Using,,,,,
en_US,publisher,docu1125,docu1125,Nayworker 7.5 and Service Packs Release Notes,"Sep 14, 2009 7:00 AM",Release Notes 7.5,"The Nayworker 7.5 and Service Packs Release Notes contains information on new features and changes, fixed problems, known limitations, installation and upgrading notes, and other information for Nayworker 7.5 and Nayworker 7.5 Service Pack 1.  For all other documentation related to the Nayworker 7.5 and Nayworker 7.5 Service Pack 1 releases, refer to the Nayworker 7.5 documentation set.",Documentation,Nayworker,7.5,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1126,docu1126,Nayworker License Manager 8th Edition Release Notes ,"Dec 5, 2008 12:00 AM",Release Notes 7.5,Provides supplemental information about this release of CME Nayworker License Manager software.,Documentation,Nayworker,7.5,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1127,docu1127,Nayworker Technical Guidance for Upgrades to CME Nayworker 7.5 Technical Note,"Sep 14, 2009 12:00 AM",Technical Notes 7.5,This technical note contains important information about upgrading Nayworker environments to Nayworker release 7.5.,Documentation,Nayworker,7.5,10,Technical Note,,,Configure,Install,,,,,,
en_US,publisher,docu1128,docu1128,Nayworker Management Nayworker Dashboard 1.0 Service Pack 2 Installation and Administration Guide,"Dec 1, 2007 12:00 AM",Installation and Administration Guide 1.0 SP2,The CME Nayworker Dashboard Installation and Administration Guide provides installation and administration information for the Nayworker Dashboard product.,Documentation,Nayworker Management Console Option,1.0 SP2,10,Manual and Guides,,Administer,,Install,,,,,,
en_US,publisher,docu1129,docu1129,Nayworker Management Nayworker Dashboard 1.0 Service Pack 2 User Guide,"Dec 1, 2007 12:00 AM",User Guide 1.0 SP2,The CME Nayworker Dashboard User Guide provides user information for the Nayworker Dashboard product.,Documentation,Nayworker Management Console Option,1.0 SP2,10,Manual and Guides,,,,,Using,,,,,
en_US,publisher,docu1130,docu1130,Nayworker Management CME Nayworker Dashboard 1.0 Service Pack 2 (SP2) Release Notes,"Oct 28, 2008 12:00 AM",Release Notes 1.0 SP2,"The CME Nayworker Dashboard Release Notes provides brief product information, limitations, updates, and any other information provided too late to publish in the General Availability version of the Dashboard Installation and Admistration Guide or User Guide.",Documentation,Nayworker Management Console Option,1.0 SP2,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1131,docu1131,Nayworker Module for MEDITECH 2.0 Service Pack 1 Release Notes,"Oct 10, 2008 12:00 AM",Release Notes 2.0 SP1,These release notes contain supplemental information about CME Nayworker Module for MEDITECH 2.0 SP1.,Documentation,Nayworker Module for MEDITECH,2.0 SP1,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1132,docu1132,Nayworker OpenVMS Client Installation Guide,"Apr 1, 2008 12:12 AM",Installation Guide 2.0.11,"This guide describes how to install, configure, upgrade, or uninstall Nayworker OpenVMS for VAX Client.",Documentation,Nayworker,2.0.11,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1133,docu1133,Nayworker PowerSnap Module for CME CLARiiON 2.4 Service Pack 1 (SP1) Release Notes,"Apr 9, 2008 12:00 AM",Release Notes 2.4 SP1,These Release Notes contain supplemental information about the release of CME Nayworker PowerSnap Module for CME CLARiiON.,Documentation,Nayworker Module for PowerSnap,2.4 SP1,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1134,docu1134,Nayworker PowerSnap Module for CME Symmetrix DMX 2.4 Service Pack 1 (SP1) Release Notes,"Apr 9, 2008 12:00 AM",Release Notes 2.4 SP1,These release notes contain supplemental information about this release of CME Nayworker PowerSnap Module for CME Symmetrix DMX.,Documentation,Nayworker Module for PowerSnap,2.4 SP1,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1135,docu1135,Nayworker PowerSnap Module for NAS Devices 2.4 Service Pack 1 (SP1) Release Notes,"Jun 15, 2008 12:00 AM",Release Notes 2.4 SP1,These release notes contain supplemental information about this release of CME Nayworker PowerSnap Module for NAS Devices.,Documentation,Nayworker Module for PowerSnap,2.4 SP1,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1136,docu1136,Nayworker PowerSnap Module for RecoverPoint 2.4 Service Pack 1 (SP1) Release Notes,"Apr 1, 2008 12:00 AM",Release Notes 2.4 SP1,These release notes contain supplemental information about CME Nayworker PowerSnap Module for CME RecoverPoint.,Documentation,Nayworker Module for PowerSnap,2.4 SP1,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1137,docu1137,Nayworker PowerSnap Module for CME CLARiiON 2.4 Service Pack 2 (SP2) Release Notes,"Dec 16, 2008 12:00 AM",Release Notes 2.4 SP2,These Release Notes contain supplemental information about the release of CME Nayworker PowerSnap Module for CME CLARiiON.,Documentation,Nayworker Module for PowerSnap,2.4 SP2,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1138,docu1138,Nayworker PowerSnap Module for CME Symmetrix DMX 2.4 Service Pack 2 (SP2) Release Notes,"Dec 16, 2008 12:00 AM",Release Notes 2.4 SP2,These release notes contain supplemental information about this release of CME Nayworker PowerSnap Module for CME Symmetrix DMX.,Documentation,Nayworker Module for PowerSnap,2.4 SP2,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1139,docu1139,Nayworker PowerSnap Module for NAS Devices 2.4 Service Pack 2 (SP2) Release Notes,"Dec 16, 2008 12:00 AM",Release Notes 2.4 SP2,These Release Notes contain supplemental information about this release of CME Nayworker PowerSnap Module for NAS Devices.,Documentation,Nayworker Module for PowerSnap,2.4 SP2,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1140,docu1140,Nayworker PowerSnap Module for RecoverPoint 2.4 Service Pack 2(SP2) Release Notes,"Sep 16, 2008 12:00 AM",Release Notes 2.4 SP2,These release notes contain supplemental information about CME Nayworker PowerSnap Module for CME RecoverPoint.,Documentation,Nayworker Module for PowerSnap,2.4 SP2,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1141,docu1141,Nayworker PowerSnap Module for CME CLARiiON 2.4 Service Pack 3 (SP3) Release Notes,"Jan 30, 2009 12:00 AM",Release Notes 2.4 SP3,These Release Notes contain supplemental information about the release of CME Nayworker PowerSnap Module for CME CLARiiON.,Documentation,Nayworker Module for PowerSnap,2.4 SP3,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1142,docu1142,Nayworker PowerSnap Module for CME Symmetrix DMX 2.4 Service Pack 3 (SP3) Release Notes,"Feb 2, 2009 12:00 AM",Release Notes 2.4 SP3,These release notes contain supplemental information about this release of CME Nayworker PowerSnap Module for CME Symmetrix DMX.,Documentation,Nayworker Module for PowerSnap,2.4 SP3,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1143,docu1143,Nayworker PowerSnap Module for NAS Devices 2.4 Service Pack 3 (SP3) Release Notes,"Jan 30, 2009 12:00 AM",Release Notes 2.4 SP3,These Release Notes contain supplemental information about this release of CME Nayworker PowerSnap Module for NAS Devices.,Documentation,Nayworker Module for PowerSnap,2.4 SP3,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1144,docu1144,Nayworker PowerSnap Module for RecoverPoint 2.4 Service Pack 3 (SP3) Release Notes,"Jan 23, 2009 12:00 AM",Release Notes 2.4 SP3,These release notes contain supplemental information about CME Nayworker PowerSnap Module for CME RecoverPoint.,Documentation,Nayworker Module for PowerSnap,2.4 SP3,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1145,docu1145,Nayworker Module for Lotus 3.0.x Multiplatform Version Release Notes,"Mar 30, 2009 12:00 AM",Release Notes 3.0.x,"The Release Notes provide information on features, limitations, workarounds, fixed bugs, and installation and configuration tips for the Nayworker Module for Lotus release 3.0.x.",Documentation,Nayworker Module for IBM Lotus Notes/Domino,3.0.x,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1146,docu1146,Nayworker Module for Microsoft SQL Server 5.2 Service Pack 1 Administration Guide,"May 1, 2009 12:00 AM",Administrator's Guide 5.2 SP1,This document describes the backup and recovery process for Microsoft SQL Server data with Nayworker and the Nayworker Module.,Documentation,Nayworker Module for Microsoft SQL Server,5.2 SP1,10,Manual and Guides,,Administer,,,,,,,,
en_US,publisher,docu1147,docu1147,Nayworker Module for Microsoft SQL Server 5.2 Service Pack 1 Installation Guide,"May 1, 2009 12:00 AM",Installation Guide 5.2 SP1,This document describes the installation and configuration of the Nayworker Module for Microsoft SQL Server.,Documentation,Nayworker Module for Microsoft SQL Server,5.2 SP1,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1148,docu1148,Nayworker Module for Microsoft SQL Server 5.2 Service Pack 1 Release Notes,"May 12, 2009 12:00 AM",Release Notes 5.2 SP 1.0,"This document describes the new features, fixed issues, and known issues for the Nayworker Module release.",Documentation,Nayworker Module for Microsoft SQL Server,5.2 SP1,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1149,docu1149,Mixed Backup Levels and Recovery Failure for CME Nayworker Module in Microsoft Exchange 5.x Technical Note,"Apr 15, 2008 12:00 AM",Technical Notes 5.x,This article describes some issues encountered in CME Nayworker Module for Microsoft Exchange 5.0 and 5.1 backup and recovery. Specifying different levels of hierarchy in a mailbox backup can lead to recovery failure because of incorrect or incomplete savesets. The article describes the cause of these failures and steps to avoid the problem in the future.,Documentation,Nayworker Module for Microsoft Exchange,5.x,10,Technical Note,,Administer,Configure,,,,,,,
en_US,publisher,docu1150,docu1150,Nayworker ClientPak Release 7.2.1 NetWare Release Notes,"Apr 14, 2008 12:00 AM",Release Notes 7.2.1,These release notes contain supplemental information about CME Nayworker ClientPak for NetWare Release 7.2.1. This is the third revision of these release notes. The Fixed problems section has been updated with problems fixed in the Nayworker Client for Netware 7.2.1 with Security Vulnerability and other fixes.,Documentation,Nayworker,7.2.1,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1151,docu1151,Nayworker 7.3.2 Disaster Recovery Guide,"Sep 7, 2006 12:00 AM",Recovery Guide 7.3.2,The Nayworker Disaster Recovery Guide provides step-by-step instructions for recovering from a disaster on supported Nayworker client and server platforms.,Documentation,Nayworker,7.3.2,10,Manual and Guides,,Administer,,,Using,,,,,
en_US,publisher,docu1152,docu1152,Nayworker 7.3.2 Administration Guide,"Sep 7, 2006 12:00 AM",Administrator's Guide 7.3.2,This guide provides step-by-step instructions for administering and configuring Nayworker.,Documentation,Nayworker,7.3.2,10,Manual and Guides,,Administer,,,,,,,,
en_US,publisher,docu1153,docu1153,Nayworker License Manager Fifth Edition Installation and Administrator's Guide,"Sep 7, 2006 12:00 AM",Installation and Administration Guide 7.3.2,"This guide provides step-by-step instructions for installing, administering and configuring Nayworker License Manager software.",Documentation,Nayworker,7.3.2,10,Manual and Guides,,Administer,,Install,,,,,,
en_US,publisher,docu1154,docu1154,"Nayworker 7.3.2 for HP OpenVMS Version, Administration Guide","Jun 15, 2007 12:00 AM",Administrator's Guide 7.3.2,This guide provides step-by-step instructions for administering and configuring Nayworker for HP OpenVMS 7.3.2 and later software.,Documentation,Nayworker,7.3.2,10,Manual and Guides,,Administer,,,,,,,,
en_US,publisher,docu1155,docu1155,Nayworker 7.3.2 Error Message Guide,"Sep 7, 2006 12:00 AM",Error Message Guide 7.3.2,This guide contains the possible error messages for Nayworker software as well as message troubleshooting and resolution.,Documentation,Nayworker,7.3.2,10,Manual and Guides,,,,,,Troubleshoot,,,,
en_US,publisher,docu1156,docu1156,Nayworker 7.3.2 for AIX Installation Guide,"Dec 27, 2006 12:00 AM",Installation Guide 7.3.2,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for AIX.",Documentation,Nayworker,7.3.2,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1157,docu1157,Nayworker 7.3.2 for HP-UX Installation Guide,"Sep 7, 2006 12:00 AM",Installation Guide 7.3.2,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for HP-UX.",Documentation,Nayworker,7.3.2,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1158,docu1158,Nayworker 7.3.2 for IRIX Installation Guide,"Sep 7, 2006 12:00 AM",Installation Guide 7.3.2,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for IRIX.",Documentation,Nayworker,7.3.2,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1159,docu1159,Nayworker 7.3.2 for Linux Installation Guide,"Sep 7, 2006 12:00 AM",Installation Guide 7.3.2,"This guide describes how to install, configure, upgrade, or uninstall Nayworker on Linux.",Documentation,Nayworker,7.3.2,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1160,docu1160,Nayworker 7.3.2 for Solaris Installation Guide,"Sep 7, 2006 12:00 AM",Installation Guide 7.3.2,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for Solaris.",Documentation,Nayworker,7.3.2,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1161,docu1161,Nayworker 7.3.2 for HP Tru64 Installation Guide,"Sep 7, 2006 12:00 AM",Installation Guide 7.3.2,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for HP Tru64.",Documentation,Nayworker,7.3.2,10,Manual and Guides,,,,Install,,,,,,
